,微博正文
4358,#英国女王去世#当地时间2022年9月6日，英国保守党党首的伊丽莎白?特拉斯在苏格兰接受英国女王伊丽莎白二世的正式任命，成为英国新任首相。这也是女王任命的最后一位首相。#英国#
1253,如果你能按照天涯风雨楼的姐姐说的，八荣八耻都做到了，你一定会一直红到老吧，可惜啊，全毁了，自作孽以被潜被嫖为耻，可惜你成了嫖别人的了@李易峰
739,#李易峰#要瓜直接私信，瓜不要太真实，六分钟…震惊了我！3.8?接受的来不接受的请走开.
6568,大地震动。在灾害面前，一切的骄情，一切的傲慢与偏见，一切的心机与算计，一切的贪婪与精明，都成为虚幻与泡影。恐惧将这些妄念一扫而去，此刻你只想要的是活的希望。
7551,佩洛西都80多了，真的好像童话那种吸儿童人血的老巫婆的长相
8111,各位，实弹射击的时间不一样啊？！官方不能出这种错误吧？？！还是说规模，地点不同？有点耐人寻味#台媒称警方证实佩洛西班机22时降落##东海部分海域实弹射击禁止驶入##台媒称警方证实佩洛西班机22时降落#
2328,乌鲁木齐李易峰被抓才被关15天，我撒都没干被关36天了??♀?
7589,看到岛内统派，好心疼，好心疼，大多都是些年迈的长者！从昨天白天到现在一直都在反对佩洛西老妖婆，让老妖婆滚回去！看到佩洛西老妖婆走下飞机的视频，恨不得与老妖婆同归于尽！
6943,#四川地震居民下楼逃生被社区劝返#也许不为他人发声，谁能保证火灾/急诊等待呢？哀其不幸，怒其不争这句话有点意思
4037,女王辞世，外媒滚动播放她的生平。我们都在老去，放下执念，拥抱当下。#伊丽莎白#
8622,#外交部回应佩洛西窜访中国台湾地区#相信支持国家做的一切决定！不妄议
7398,看了直播当时觉得只要美国老太婆飞机敢进来就要打下来，结果别人都住酒店睡上觉了，后面根据当前消息理性分析了一波，佩洛西到台湾来时没有打，她走也不会打，毕竟台湾也有爱国人士在进行抗议如果打了那对于台湾普通民众是无妄之灾。其实也要感谢她到访台湾让我们知道和平统一基本无望，但是一个中国的原则肯定不会变。希望祖国早日统一！
1963,一身红衣而来，留下一地狼藉。我认了，你也该认。希望素人@李易峰找回初心重拾自我，做一个社会里的好人。各自安好吧。(妈的，老子连一句重话都说不出来)李易峰
2772,不信塌房的李易峰粉v我50我给他刷好评
2378,#吉林省教育厅#一群废物，欠债总得还#李易峰#
1092,明星不是嫖娼就是偷税漏税，不然就是破坏人家的家庭，这些人都将被一一踢出娱乐圈。#如何看待李易峰此前发声明#
1132,李易峰刚刚抖音看以前点赞李易峰视频，有个是这样说做个好人哥，怎么能这样？？？11年，再喜欢也要放下了
2644,李易峰男人不自爱，就像烂叶菜。然而在前一天晚上还在狡辩，你怎么配得上百里屠苏？
6770,#紧急驰援泸定地震#我在“思源紧急驰援泸定地震”项目捐款成功！希望我小小的力量和@蔡徐坤·KUNMMT一起，在大大的世界里温暖更多人。@中华思源工程扶贫基金会思源紧急驰援泸定地震
382,#李易峰视频#……洗眼睛去了
5274,#伊丽莎白女王去世#??????
6433,#泸定地震已致超30人遇难##四川泸定6.8级地震#阴间论坛的评论，最常见的就是“四川好惨”、“萧敬腾快捐钱！”
5076,【伊丽莎白二世与世长辞享年96岁，#180秒回顾英国女王的传奇一生#】2022年当地时间9月8日，英国女王伊丽莎白二世去世，终年96岁。她在位70年，是目前英国在位时间最长的君主。她跨越多个时代，先后经历15位英国首相、14位美国总统。25岁即位为女王，可以说伊丽莎白经历了无数个历史的重大瞬间，她是历史的见证人，也是一个时代的符号。#档案#L北京卫视档案的微博视频
2317,#如何看待李易峰此前发声明#李易峰最后一次公开露面：886L动漫美食小当家的微博视频
5280,#伊丽莎白女王去世#刚刷到她生病，下一秒刷到她去世，人生无常啊，唉
7218,#泸定地震46人遇难#唉，每一次报到都是遇难人数的增加，今年的天灾真多。
1838,服了李易峰这事女的和薛之谦有什么关系yxh搞什么有关系也是对立面这女的和lyt是朋友2022了还有人提这些陈年旧事说薛不是什么好东西真的是造谣一张嘴
5343,#伊丽莎白女王去世#呀！！！！！！啊这。。。。见证历史了
5036,英国伊丽莎白女王去世。必须说，这位女王给世人的印象好于她的子孙，也好于英国几乎一届不如一届的政府首相，她见证了一个帝国的衰落，她的离世代表了英国一个时代的终结。不记得这位女王过去几十年有过什么让中国人很不高兴的言行。在她离世之际，愿意对她的亡灵表达尊敬，并道安息。
77,#李易峰视频#看了一圈视频在哪有好心人能分享一下视频吗满足下孩子的好奇心吧
6687,#泸定地震46人遇难#愿平安，祈福
1955,#如何看待李易峰此前发声明#偏个题哈自拍没有她拍好看
3258,#英国女王去世#【英女王伊丽莎白二世去世享年96岁】当地时间9月8日，英国女王伊丽莎白二世在苏格兰巴尔莫勒尔城堡去世，享年96岁。伊丽莎白二世于1926年4月21日出生于伦敦。1952年，伊丽莎白公主在25岁时成为女王，当时她的父亲乔治六世国王去世。从温斯顿·丘吉尔爵士到利兹·特拉斯，女王在位期间见证了15位英国首相。2015年，她成为历史上在位时间最长的英国君主，打破了她的曾曾祖母维多利亚女王创下的纪录。#伊丽莎白二世在位时间最长##查尔斯成为英国国王#
7545,中共中央台湾工作办公室就佩洛西窜台发表声明O中共中央台湾工作办公室就佩洛西窜台发表声明
1935,我以为我可以坦然潇洒地转身脱粉但发现对你还是狠不下心说不出狠话在看到你照片的时候还是忍不住心动忍不住认为你还是那个真诚善良的小草忍不住想起你说过的话为粉丝做过的事所以你到底什么时候变了的你为什么把自己弄丢了你把曾经的李易峰还回来好不好我发誓这是最后一次为你熬夜流泪了以后我的少年就只存在记忆中了再见愿安好@李易峰
5348,#伊丽莎白女王去世#见证历史一路走好?
93,李易峰最后一次发帖了，再见了我的十年青春结束了
8381,受死吧老妖婆#佩洛西#
1002,跟李易峰玩得好的明星不会有什么好东西，尤其是私下玩得好的
1649,无聊吃瓜吃到现在，感想：李易峰这粉丝疯成这样，看的我都“感动”了，这说明中国年轻人还远未到有担当+有能力担当的历史时刻。搞吧，腐败吧，很久以前就说过的话：当内地文艺放弃模仿美国、放弃模仿日本，和从不自觉向已成功过的香港前辈学习，而去疯狂学习韩国的时候，中国的软实力和未来的文化战略就注定掉入永无宁日的陷阱。原文：O网页链接这话懂的就懂，不懂我也懒得解释，我曾向朋友解释过：我是傲，但并不觉得自己有多不妥。因为，确实很多人和事我都看不上。比如对俄乌危机的判断、对前段时间台湾剑拔弩张的判断，事实证明，真正有水平的人总能“蒙”对，而那些没水平的人，总会对有志之士的忧心忡忡之论提出：你想太多了。你多虑了。你太傲了。这是一个不以事实为基础，去讲道理的时代和国度。所以我还是要说，中国的软文化实力和未来几十年，在价值观输出方面的窘迫局面依然不会改变，因为没有人认可我上面的所说的理论。他们不愿意重视真正的人才，更不愿意听得进批评，就这样吧。愿我活着能看到，希望实现的一天。睡。
6839,且行且珍惜?四川泸定6.8级地震已经造成甘孜州遇难29人，雅安市遇难17人，另有16人失联，50人受伤。
8258,#台媒预计佩洛西明日17时离台#真的生气了，赶紧宣布武统。
6237,#四川1小时内连发7次地震#注意安全愿平安
5052,今年没有伊丽莎白女王的圣诞贺词了
542,李易峰怎么了#李易峰#李易峰
7967,从官方发布的各种声明和通知来看，大概率是等到佩洛西离台后对台湾实行军事行动，而这种军事行动肯定也不是以攻台为目的，更多的是震慑，就像当初炮轰金门岛一样。至于再后来的措施，或许会对美国实行一些经济战的手段。归根结底，打仗不是说打就打，目前的情况感觉还没到最佳时机。我们对外行动一直偏向保守风格，这也是为了最大程度减少损失。不管怎么说，经过昨晚总结出一个道理，国家大事不是我们能够左右的，蚍蜉不要妄想撼树，过好当下，做好自己手里的事才是正经。
7663,#vava前往台湾把佩洛西打包带走#这词条哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
131,#李易峰视频#啊不是我差点在食堂打开…
4568,伊丽莎白二世的“克里斯玛传播学”：?被媒介塑造的女王，虚位元首如何“守护”英国70年？……?伊丽莎白是如何成为“伊丽莎白”的呢？?一个虚位元首，如何被赋予额外的影响力，被塑造成国家符号，成为政治传播与国际传播的基点？#伊丽莎白二世##英国女王去世##查尔斯成为英国国王##伦敦桥塌了#
6072,四川泸定地震已造成46人遇难16人失联O四川泸定地震已造成46人遇难16人失联
6391,【#泸定地震46人遇难#】记者从前方指挥部获悉，截至5日20时30分，此次泸定6.8级地震已造成46人死亡（其中甘孜州29人、雅安市17人）、16人失联、50余人受伤。（央视新闻总台记者张力王玉龙）
5842,#四川1小时内连发7次地震#恨我为什么睡前要点开朋友圈，完全吓得睡不着。好想下楼坐着，又不想扔室友一个人在家，但她这会睡得好香这会心跳都给我一种摇的错觉
8197,#中方谈佩洛西访台反制措施#听党指挥，能打胜仗坚决捍卫我国主权，坚决与一切台独与窜台分子斗争
4664,#英女王伊丽莎白二世#纪录片汇总【双语字幕】当地时间9月8日，英国女王伊丽莎白二世在苏格兰巴尔莫勒尔堡去世，终年96岁。以下是几部关于她的纪录片，回顾她的不凡人生。#英国女王去世#传记纪录片《伊丽莎白·温莎》：O网页链接纪录片《伊丽莎白女王90诞辰·家庭致敬片》：O网页链接BBC纪录片《盛世女王：伊丽莎白&维多利亚》：O网页链接纪录片《温莎王朝》：O网页链接高分纪录片《英王加冕》：O网页链接高清纪录片《伊丽莎白二世》：L雅思口语的微博视频
5724,中国崇拜伊丽莎白的估计比崇拜慈禧的多。
5879,#四川1小时内连发7次地震#平安归来
5227,#伊丽莎白女王去世#omg！！！！
886,#李易峰超话#真觉得有些粉丝就是个脑残玩意！这个时候还挑事，没一点道德是非观。而且不觉得丢人吗？自己偶像多次嫖娼，我简直听到就觉得脏。
763,【#李易峰多次嫖娼被行政拘留#，商业版图曝光，年内注销3家公司】9月11日，“李易峰多次嫖娼被行政拘留”事件引发广泛关注，上了热搜。当晚，李易峰便被多个知名品牌闪电“拉黑”！当晚，华鼎奖组委会在澳门宣布，决定取消演员李易峰第22届华鼎奖“中国百强电视剧最佳男主角”和“全国观众最喜爱的影视明星”称号。据悉，李易峰共关联7家企业，其中4家为存续状态，均为李易峰个人独资。李易峰还曾在今年注销名下3家公司。O李易峰多次嫖娼被行政拘留，商业版图曝光，年内注销3家公司
4004,据外媒，因英国女王伊丽莎白二世去世，剧集《王冠》的编剧皮特·摩根表示将暂时停拍，“该剧是一封献给女王的情书，我预计我们会出自尊重而暂停拍摄”。曾在电影《女王》中饰演伊丽莎白的海伦·米伦发文悼念：“我们哀悼一个不论是否头戴王冠，都堪称‘贵族典范’的女人。”不久前才
4258,伊丽莎白女王生活的近100年，是人类历史上最波谲云诡的100年：旧世界的统治阶级纷纷被清洗，新世界的独-裁者接踵而至，纷争的理由不再只是资源掠夺，还有意识形态的差异。雅尔塔体系崩塌后，全世界貌似有过成为共同体的错觉，这十几年又渐行渐远……失去这样一位亲历者和见证者，是一件可惜的事。
4019,1953年，伊丽莎白女王的加冕礼1982年，女王和里根一起在温莎城堡骑马1986年，女王在西安兵马俑参观1986年，在长城参观
3437,这秋天有点太凉了吧，竟然被冻醒，党先森就没感觉，确定是同一个世界吗？我这不愿醒来的早晨被核酸叫醒，脑海里飘的只有一句歌词，我吹过你吹过的晚风。。。。伊丽莎白女王走了，感觉一个时代过去了。。。。
7878,忍辱负重…吾辈当更加努力奋斗记佩洛西窜台
3167,#blase湾湾##李易峰多次嫖娼被行政拘留##李易峰墨镜#说太多，还是需要自己领悟，你的人那些人设已崩塌，而“李易峰嫖娼”将成为你永远抹不去的黑点，以后的日子，好自为之吧！我也不想难过了，太不值，再见！李易峰L火车俱乐部的微博视频
7680,佩洛西，美式驰名双标！民意不可违，玩火必自焚！#台媒称警方证实佩洛西班机22时降落##外交部回应佩洛西或今晚抵达台湾##佩洛西专机信息显示目的地台北#@安徽反邪教L安徽反邪教的微博视频
4325,TW一战天火今天到货了，伪装形态是英国皇家海军厌战号战列舰（HMSWarspite），为伊丽莎白女王级战列舰二号舰。厌战号下水时间是1915年，所谓伊丽莎白女王级自然不是二世，不过也就挺巧合的……
1409,希望李易峰出来以后好好找个对象，过好接下来的日子吧，能迷途知返依旧是我心里那个峰哥#李易峰#
3617,伊丽莎白女王鼓舞了一代人，伟大的传奇已经落幕，随之而去的应该是君主立宪制。
1058,#李易峰墨镜#大陆男星李易峰10日爆出嫖娼遭逮，他和工作室曾一度发出声明澄清，不料声明突然被消失后，11日就被警方公开通报违法，形象全毁。随着他嫖娼的事实传开，有网红爆料他曾经在约炮时「戴墨镜嘿咻」，跨年与女网红飞到泰国苏美岛狂欢的证据也一并被挖出。
5160,当地时间9月6日，英国女王伊丽莎白二世正式任命伊丽莎白·特拉斯（LizTruss）为英国新首相，随后特拉斯也公布了其政府内阁的成员名单。据英国广播公司（BBC）报道，在这一次的内阁重大改组中，特拉斯在高层职位的任用上可谓是“犒赏”了自己的关键盟友：特蕾丝·科菲（ThereseCoffey）被任命为副首相兼卫生大臣；夸西·科沃滕（KwasiKwarteng）被任命为财政大臣；詹姆斯·克莱弗利（JamesCleverly）被任命为新任外交大臣；苏拉·布雷弗曼（SuellaBraverman）被任命为内政大臣。
2827,#邓伦#太生气了，驰名双标是吧，李易峰为啥不炸号，
4051,英国王室｜2022.09.08伊丽莎白离世伦敦桥塌在预料之中也在意料之外……从去年菲利普亲王去世以来，伊丽莎白女王就身体状况频出，白金汉宫也将很多王的权限都下放给了查尔斯这位摄政王，心里很清楚，这背后肯定有女王身体每况愈下的主因在，但仍希冀于她能长命百岁〖尤其今年还是其登基70周年〗，能将菲利普亲王未能庆祝百岁寿诞的缺憾一并补上……但事与愿违，伦敦桥最终还是塌了，塌在了他离开的第二年，塌在了历史滚滚向前的车轮前……对于女王，我并不崇拜她，但却敬佩她。虽然隔着深不见底的历史鸿沟与无法跨越的千年文明沟壑，但她用一生来践行“为英国奉献一生”誓言的敬业精神依旧让我崇拜（去世前还会见了刚走马上任的新首相特拉斯），从不抱怨不解释，以一人之力凝聚全英，成为那个民众心中的定海神针，次次民调位居第一就是她功劳的最好说明……现在……曾见证无数历史的她也成为了历史中的人，只愿一路走好，在那彩虹桥架起的地方没有战争，没有剥削，没有政坛压迫……只有没有了禁锢的自由和家人的拥抱……#英女王伊丽莎白二世去世##查尔斯成为英国国王##英国王室#
5201,当地时间9月8日，英国女王伊丽莎白二世在苏格兰巴尔莫勒尔城堡去世，享年96岁。伊丽莎白二世于1926年4月21日出生于英国伦敦。1952年，25岁的伊丽莎白二世继承其父乔治六世的王位，成为英国温莎王朝第四代君主。女王在位70年，横跨两个世纪，先后经历了从温斯顿·丘吉尔到伊丽莎白·特拉斯的15位英国首相更替。她见证了世界的变迁，一个时代也落下了帷幕。#英国女王去世#
1690,李易峰那就好好告个别吧……始于2014年的夏天，止步2022年的秋天。8年的青春，再见了，@李易峰我曾经无数次幻想过你会在什么样的情况下退圈，可能结婚后以家庭为主？也可能过够了大明星的生活想体验普通的生活？但无论如何都没想到竟然是因为这种事情。昨天下午爆料一出我就一直时刻盯着事态的发展，那些爆出来的瓜我都吃了一遍又一遍。虽然wyfwsc爆出绯闻的时候我就已经在想你会不会也和他们一样，毕竟物以类聚，人以群分。但我一直抱着侥幸心理去对待，毕竟你在公众视野中一直都是情商很高，根正苗红的五四青年啊！怎会去做那令人不齿之事？昨晚的消息闹的那么大，一直在想你为什么不发声明，后来你终于发了声明出来，我心安了很多。一直以来我都是秉持着“听李易峰说，而不是听说李易峰”直到你出来辟谣我都是相信你的态度。但没想到没多久辟谣声明全部被夹，代言解约等等一系列问题都出来。你这让我们如何去信你？昨晚一晚上都没怎么睡，今天一大早睁开眼睛第一件事就是看微博，看看是否有消息。一整天都在时刻关注着微博动向，直到看到北京警方的通报的那一刻，我懵了，缓了好久才缓过来。三哥和四妹知道这个消息得多伤心啊?他们那么引以为傲的儿子却做了这种事。曾经我一直把你当作触不可及的一颗星星，把你当作努力的目标，无数次幻想着去见你，去听你的演唱会，朋友都约好了，等疫情结束之后一起共赴绿海之约……如今怕是没机会了。你怎么能自甘堕落到此？我一直和他们说李易峰如果塌房了那内娱就真的没人了，如今……呵呵，脸真疼！你对的起你的父母亲人以及那么多关心你的人吗？我们那么的信任你，你呢？如何回应我们的？8年啊……粉了你8年……多么讽刺啊！一直把你当我的本命，心底最遥不可及最闪耀的星星?我生命里的那道光，现如今这一切都只是笑话！再见了?希望你痛改前非从头再来吧，老老实实的做一个普通人。再见了，在我心底最耀眼那颗星?
4635,BBC非洲频道纪念伊丽莎白女王大翻车，被迫关闭评论区。#英女王去世当天时间线##查尔斯成为英国国王##英国女王去世#
908,李易峰有要PB的吗
1784,没人和我打匹配#都怪李易峰#
6027,【#泸定地震46人遇难#】记者从前方指挥部获悉，截至5日20时30分，此次泸定6.8级地震已造成46人死亡（其中甘孜州29人、雅安市17人）、16人失联、50余人受伤。
6758,#泸定地震最新消息汇总#不要轻易向任何人承诺任何事，说到就一定要做到。做强做大自己，不断增加自己可供交换的价值，同时不断减少自己对他人的需求。
2406,李易峰还是睡不着
7360,#外交部回应佩洛西窜访中国台湾地区#我不管别人怎么看，我相信郭嘉！不相信的那些人又能做的了什么呢？除了在网上渲染个人气愤……气死也活该
1497,李易峰浅浅的问一下有没有收专辑的也不知超话还会不会在了
8073,#外交部回应佩洛西窜访中国台湾地区#相信党相信祖国~台独美狗赶紧si
6435,害怕地震有点不敢睡
5409,网上对于伊丽莎白女王有这么一句评价，她工作到最后一刻。这句话时什么意思呢？大家都知道女王已经很多年没有干涉具体的政务，为啥说她工作到最后一刻呢？女王在英国属于属于吉祥物的存在，但是对于维护英国的政治稳定却具有巨大的影响力，大家知道女王是在哪里挂的吗？是在苏格兰。那么女王为啥在生命最后一刻还要住在苏格兰呢？因为苏格兰在闹分裂。2014年苏格兰就搞过一次独立公投，当时在各方面势力影响下，特别是伊丽莎白女王公开表示对苏格兰“独立”之后的前景表示担忧。女王公开表示赞成苏格兰留在英国，这个对苏格兰民意有巨大的影响力。这里有一段历史渊源给大家说一下，在1603年之前，英格兰、苏格兰国王是两套人马，1603年英格兰女王伊丽莎白一世去世，因为没有子嗣，所以降王位传给当时的苏格兰国王詹姆斯六世，詹姆斯上台之后，标志着英格兰与苏格兰两个王国的真正融合。现在去世的伊丽莎白二世就是詹姆斯的直系后裔。对于期望独立的苏格兰人而言，他们只希望脱离英格兰的统治，但是对伊丽莎白二世还是当做自己人的。所以在2014年苏格兰独立公投之前，女王公开表示对苏格兰“独立”之后的前景表示担忧并且公开表示赞成苏格兰留在英国——对于苏格兰民意还是有巨大影响力的。所以2014年公投最后有55%苏格兰人民选择留在英国。2022年6月28日，苏格兰再次确定了将在明年展开独立公投，所以伊丽莎白二世不顾自己年老体衰也要坚持住在苏格兰，甚至死也要死在苏格兰，目的就是全力影响苏格兰公投的民意对比。如果苏格兰现在公投，因为女王死在苏格兰，估计这会为统派增加不少同情分，但是苏格兰公投是一年之后，人的记忆很容易被时间冲淡的，没有女王这个感情维系，明年苏格兰公投成功可能很大，特别是当下的英国首相特拉斯非常不靠谱。期待明年的英国变成真正的英格兰。
1458,李易峰和网红blase湾湾19年被曝跨年共游苏梅岛O李易峰和网红blase湾湾19年被曝跨年共游苏梅岛
7383,#佩洛西##今日大盘#兄弟姐妹们，大盘报复性反弹不要恋战，上午能跑则跑，下午不要被绿到！
6124,#泸定地震已致超30人遇难#唉
4368,据外媒，#英国女王去世#后，热门剧集《#王冠#》或将暂停拍摄。编剧皮特·摩根表示《王冠》是给女王的一封情书。曾在电影《女王》中饰演伊丽莎白的海伦·米伦也发文悼念，“我们哀悼一个不论是否头戴王冠，都堪称‘贵族典范’的女人。”
7390,#解放军将展开一系列针对性军事行动#不太懂为什么很多网友总想着佩洛西在的时候打至少等她走了关门教训台?啊把伤害减少到最低才是正常想法吧
289,陈伟霆有没有和李易峰一起过啊内娱现在谁也不敢信了
8077,#外交部回应佩洛西窜访中国台湾地区#不懂朋友圈公开冷嘲热讽的什么心态！大家都希望统一！但是打仗受苦的不是百姓嘛！打仗你上嘛！
199,#李易峰奶屯鱼热恋一百年#对不起都发这个我真的以为是大瓜?
1916,#川影撤除李易峰优秀校友海报#9月11日，北京警方通报李易峰多次嫖娼，其母校@四川电影电视学院将校园内放置的巨幅优秀校友海报撤除。
3771,#英女王伊丽莎白二世去世#当地时间9月8日，英国女王伊丽莎白二世在苏格兰巴尔莫勒尔城堡去世，享年96岁。伊丽莎白二世于1926年4月21日出生于伦敦。1952年，伊丽莎白公主在25岁时成为女王，当时她的父亲乔治六世国王去世。从温斯顿·丘吉尔到利兹·特拉斯，女王在位期间见证了15位英国首相。2015年，她成为历史上在位时间最长的英国君主，打破了她的曾曾祖母维多利亚女王创下的纪录。
4214,英国海军伊丽莎白女王号航空母舰离开朴茨茅斯港#军事##武器装备##外军影像##国际军事##航母#L幻鹰军武社的微博视频
3045,花钱救助失足妇女，绝不欺骗对方感情！中国好男人李易峰！#李易峰多次嫖娼##李易峰最后的赢家#
7585,O网页链接外交部召见美国驻华大使：中方坚决反对、强烈谴责佩洛西窜访台湾-今日头条
5047,#英女王伊丽莎白二世去世#孝道文化建设的很好?，伊丽莎白去世后，很多人第一时间发朋友圈发微博寄托哀思，悲痛之情溢于言表，用心了
200,#如何看待李易峰此前发声明#咋词条都被炸了，吃个瓜?#李爱庆#
7809,#实现祖国统一的决心坚如磐石#佩洛西窜访台湾、事前说的狠话兑现了，面子上也有了，就目前中国的情况来说，开打的话估计不太现实，那怎么能够在佩洛西访台这件事情上，将利益最大化，就是我们应该做的。因为现在时代不同了，得天空者得天下，利用佩洛西窜访台湾的机会，派遣飞机跟随佩洛西的飞机，飞跃台湾上空，这个要比佩洛西窜访台湾，更具有划时代的意义，也为咱们统一台湾，走出了更有实际意义上的一步。请大家理智看待，中国从来不缺和敌人对峙的勇气！
6468,#紧急驰援泸定地震#予人为乐，与己而乐。我在“思源紧急驰援泸定地震”项目捐款成功！让我与@蔡徐坤·KUNMMT一道成为传递爱与快乐的使者。@中华思源工程扶贫基金会思源紧急驰援泸定地震
7336,#解放军将展开一系列针对性军事行动#佩洛西一来立即围岛三天就有点“关门打狗“的味道了。现在就看她今天能走吗，要是被困在岛上三天就有意思了
862,你睡得着吗@李易峰真的太割裂了半夜醒来想到你这个事眼泪控制不住往下流你到底是什么时候变成这样的你可不可以把以前的李易峰还给我
8020,#台北民众高喊佩洛西滚回去#评论区真的有够恶臭的热搜不是你们自己顶上去的吗，理智点不行？
7621,#吃瓜小生说新闻#关于佩洛西，我的两个猜测中，已经错了一个，希望另一个也是错的。
1950,#李易峰多次嫖娼被行政拘留#有人收李易峰绝版亲笔签名吗？从此以后再也不生产了
2651,哇塞，杨幂生日写真是和小蜜蜂鬼知道上次李易峰生日也是和小蜜蜂人偶合照，当时我还很感动他宠粉，qtmd
1529,李易峰你演的最好的角色叫李易峰，这一演就是许多年，演技好到让粉丝们把你当做了光。
2573,#如何看待李易峰此前发声明#李易峰自己还很悠闲打游戏呢！我们咋看也不是很重要了?
4765,珍贵影像丨2007年的2月15日，伊丽莎白女王成为了首个在白金汉宫接见一支足球队的英格兰君主，阿森纳受邀拜访。#英国女王去世#L匆匆君的微博视频
5839,【#行车记录仪拍下泸定地震惊险瞬间#】9月5日12时52分，四川省甘孜州泸定县磨西镇附近发生6.8级地震。一段行车记录仪显示，#泸定地震瞬间整条路都在摇晃#，路旁树木树冠大幅度摇摆，一侧房屋倒塌。#泸定地震已致超30人遇难#@中国地震台网速报L中国地震台网速报的微博视频
8075,昨天晚上，佩洛西的访台事件，让人感觉到像吃了死苍蝇一样，心里不痛快，说不出道不出的感觉
3854,见证了很多具有时代意义人物的死亡戈尔巴乔夫伊丽莎白感觉历史其实离我们并不远仍然可以用一个人的生命衡量
4257,去吧！伊丽莎白女王！去找你的爱人！去找到他！去吧！伊丽莎白女王！#英国女王伊丽莎白二世逝世#@英国驻华使馆@英国使馆吴若兰
6068,【#泸定地震46人遇难#】截至5日20时30分，此次泸定6.8级地震已造成46人死亡（其中甘孜州29人、雅安市17人）、16人失联、50余人受伤。
8029,#外交部回应佩洛西窜访中国台湾地区#永远相信国家相信党
2515,李易峰被捕后，网红胡湾再次登上热搜，还和陈伟霆王嘉尔有关系？O李易峰被捕后，网红胡湾再次登上热搜，还和陈伟霆王嘉尔有关系？
6952,#泸定地震46人遇难#愿平安，不要再有伤亡。疫情地震，人类很渺小也会更坚韧。
8342,#对台湾地区暂停天然砂出口#从来没有这么憋屈过，明知道会输依然去战斗，可以被打败但不能被打倒，不输骨气不输脊梁！抗美援朝我们没有必胜的把握，中缅战争我们也没有必胜的把握，但却让英美刮目相看，让他们知道中华民族无论输赢都是不可随意欺辱的民族！现在呢，有佩洛西访台，安然入住酒店吃夜宵，其他国家会接二连三跟着，反正你们不敢怎么样
5303,前有戈尔巴乔夫，后有伊丽莎白女王～今年历史书开启注销人物模式
8030,#解放军在台湾岛周边军事演训和实弹射击#救命，大家都在期待着啥，一炮炸飞佩洛西嘛？相信国家就好了，国家的考量和决策还是要相信的。
7416,七绝：见佩洛西窜访台湾有思不因情思却无眠，只为妖婆耄耋煎。先烈脊梁钢铁硬，点兵沙场换新篇。
463,李易峰这事说明：35岁失业危机看来是真的，演艺行业也逃不了。不乱来，不糊涂，守男德，保平安
3531,#英国首相对白金汉宫消息深感关切#就是你害的！见你之前女王屁事没有！见完你就出事！你到底对女王做了什么？说好了Girlshelpgirls！伊丽莎白为什么要为难伊丽莎白？
6600,#四川1小时内连发7次地震#???愿平安。
4448,9月9日纪念伊丽莎白也许天使在哽咽泪水涨满了伊犁河谷来自大西洋最后的悲悯颤抖在赛里木湖那些飞升的超升的擢升的灵魂像俊逸拔群的天马在那里提的黄昏歌舞那些渴望的绝望的嘶喊的瞳孔是从可可托海嫁过去的百年风烟是始终触摸不到的解忧公主伊犁啊，错了，伊丽莎白啊你洁白如玉的裙纱下掩藏着多少沉重的秘密都带走吧陪着你腐朽的帝国的荣耀都带走吧这满山满谷斟满了英雄本色让我们再送你最后一程2022年9月9日于博格达峰下
505,李易峰八年了，你怎么变成了这样，做错了事就好好的道歉，结果等了半天等来了你那篇可笑的声明，我现在也不知道自己到底喜欢了个什么样的人，做不到脱粉回踩，那就好好的再见吧@李易峰
1104,坤崽答应我咱们该税的税不该睡的别睡好嘛每次内娱出事我都庆幸还好我担是坤崽#都怪李易峰#
1698,#李易峰#最近李易峰超话和李易峰个人微博出现网友咒骂和网暴李易峰粉丝事件，李易峰的确塌房了。但是，也只是成为素人了，粉丝有喜欢他的权利，并且许多粉丝在明星塌房之后不选择取关是由于他们粉了多年的感情，李易峰有的粉丝也需要时间去接受，去磨灭他们对李易峰的喜爱，并且确实人都有犯错的时候，而李易峰作为公众人物的代价就是星途陨落，名声尽毁，案底坐牢，天价违约。这就是他的惩罚。有的人就是喜欢李易峰，不能说是脑残粉，只能说他能接受李易峰所犯的错，或者是需要时间去取关李易峰。另外，网络不是法外之地，请大家管理好自己的言论，网络暴力不可取，国家自有道德线，你现在取笑别人，万一你喜欢的明星塌房了呢，在谎言与欺骗下，谁都不知道自己喜欢的明星怎么样，人设本来就是一个幌子，请大家安全上网，健康上网，文明上网。
8139,半夜下雨忽醒，想起来炸了的微博可以进来看看了，果然没打起来意料之中，打起来才是意料之外，前期宣发和军队行动激起了大家的武统之心，我也好激动。全球瞩目下这样的确丢了面子，但是意外看清楚一些人的立场（某台星暗讽和普通台湾大众的立场，年轻人部分台独或部分维持现状），但还是相信祖国相信祖国军队，按照以往事件做法不会里子和面子一起丢了，笑到最后才是赢家，继续睡回笼觉，然后早起上班才是我的现实。#台媒称解放军歼16战机现身巴士海峡##若佩洛西访台中国军队绝不会坐视不管##若佩洛西敢去台湾那我们拭目以待#
